,Condition,genes,Method,replicate,Step,time_s,mem_gb
1483,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),42,Dating,14.13,0.032444
1484,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),43,Branch length estimation,54.66,1.1551
1485,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),43,Dating,17.98,0.030292
1486,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),44,Branch length estimation,90.4,1.700064
1487,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),44,Dating,14.38,0.032664
1488,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),45,Branch length estimation,14.46,0.5484
1489,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),45,Dating,13.72,0.031916
1490,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),46,Branch length estimation,38.08,1.181464
1491,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),46,Dating,15.14,0.033164
1492,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),47,Branch length estimation,43.36,1.292496
1493,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),47,Dating,14.24,0.029324
1494,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),48,Branch length estimation,35.39,1.044628
1495,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),48,Dating,14.33,0.032972
1496,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),49,Branch length estimation,44.85,1.221304
1497,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),49,Dating,15.51,0.0304
1498,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),50,Branch length estimation,69.24,1.378516
1499,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),50,Dating,16.51,0.031456
1500,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),1,Branch length estimation,9.67,0.33552
1501,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),1,Dating,17.01,0.030928
1502,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),2,Branch length estimation,9.21,0.356352
1503,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),2,Dating,14.71,0.033696
1504,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),3,Branch length estimation,3.87,0.210652
1505,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),3,Dating,15.81,0.031452
1506,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),4,Branch length estimation,7.18,0.294852
1507,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),4,Dating,17.49,0.033448
1508,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),5,Branch length estimation,9.54,0.323408
1509,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),5,Dating,16.35,0.034028
1510,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),6,Branch length estimation,5.64,0.257192
1511,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),6,Dating,15.19,0.032708
1512,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),7,Branch length estimation,4.53,0.229228
1513,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),7,Dating,13.37,0.031688
1514,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),8,Branch length estimation,2.79,0.169344
1515,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),8,Dating,16.45,0.033964
1516,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),9,Branch length estimation,11.44,0.445096
1517,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),9,Dating,14.9,0.030928
1518,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),10,Branch length estimation,14.01,0.375072
1519,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),10,Dating,14.12,0.031916
1520,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),11,Branch length estimation,9.65,0.351992
1521,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),11,Dating,16.6,0.0327
1522,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),12,Branch length estimation,9.1,0.287436
1523,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),12,Dating,14.79,0.031132
1524,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),13,Branch length estimation,10.81,0.3429
1525,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),13,Dating,15.81,0.031124
1526,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),14,Branch length estimation,6.27,0.299404
1527,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),14,Dating,14.89,0.030136
1528,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),15,Branch length estimation,8.56,0.296116
1529,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),15,Dating,14.32,0.031176
1530,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),16,Branch length estimation,9.67,0.367252
1531,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),16,Dating,21.46,0.0318
1532,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),17,Branch length estimation,3.9,0.214088
1533,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),17,Dating,15.58,0.031652
1534,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),18,Branch length estimation,8.5,0.351672
1535,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),18,Dating,15.05,0.031192
1536,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),19,Branch length estimation,3.29,0.189644
1537,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),19,Dating,15.53,0.031912
1538,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),20,Branch length estimation,8.26,0.327336
1539,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),20,Dating,20.82,0.032716
1540,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),21,Branch length estimation,5.45,0.256456
1541,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),21,Dating,22.92,0.034984
1542,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),22,Branch length estimation,4.64,0.221672
1543,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),22,Dating,15.87,0.030928
1544,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),23,Branch length estimation,8.04,0.3066
1545,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),23,Dating,14.63,0.031952
1546,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),24,Branch length estimation,9.02,0.34342
1547,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),24,Dating,15.49,0.030176
1548,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),25,Branch length estimation,3.69,0.202008
1549,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),25,Dating,14.9,0.032164
1550,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),26,Branch length estimation,9.75,0.342096
1551,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),26,Dating,15.77,0.03086
1552,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),27,Branch length estimation,7.83,0.285596
1553,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),27,Dating,18.5,0.033012
1554,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),28,Branch length estimation,11.39,0.38212
1555,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),28,Dating,12.8,0.032956
1556,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),29,Branch length estimation,9.58,0.31022
1557,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),29,Dating,15.73,0.030664
1558,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),30,Branch length estimation,5.96,0.277128
1559,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),30,Dating,17.51,0.0329
1560,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),31,Branch length estimation,6.95,0.310308
1561,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),31,Dating,15.99,0.032476
1562,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),32,Branch length estimation,3.44,0.198804
1563,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),32,Dating,15.86,0.034488
1564,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),33,Branch length estimation,8.07,0.333712
1565,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),33,Dating,21.13,0.031584
1566,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),34,Branch length estimation,7.05,0.269968
1567,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),34,Dating,13.14,0.030396
1568,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),35,Branch length estimation,8.47,0.334672
1569,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),35,Dating,16.09,0.031444
1570,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),36,Branch length estimation,6.3,0.280976
1571,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),36,Dating,16.61,0.031124
1572,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),37,Branch length estimation,4.75,0.236988
1573,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),37,Dating,17.63,0.031912
1574,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),38,Branch length estimation,3.8,0.1994
1575,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),38,Dating,22.49,0.031748
1576,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),39,Branch length estimation,9.51,0.340012
1577,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),39,Dating,15.22,0.032972
1578,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),40,Branch length estimation,8.22,0.281352
1579,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),40,Dating,16.23,0.03554
1580,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),41,Branch length estimation,8.12,0.329476
1581,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),41,Dating,18.02,0.030664
1582,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),42,Branch length estimation,8.84,0.289524
1583,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),42,Dating,14.41,0.031496
1584,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),43,Branch length estimation,6.7,0.298964
1585,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),43,Dating,19.49,0.029988
1586,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),44,Branch length estimation,12.92,0.424568
1587,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),44,Dating,15.71,0.03086
1588,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),45,Branch length estimation,2.37,0.154356
1589,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),45,Dating,10.51,0.032444
1590,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),46,Branch length estimation,9.07,0.314396
1591,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),46,Dating,17.04,0.032972
1592,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),47,Branch length estimation,9.14,0.348252
1593,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),47,Dating,15.64,0.032444
1594,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),48,Branch length estimation,7.82,0.281964
1595,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),48,Dating,16.88,0.030124
1596,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),49,Branch length estimation,7.95,0.307548
1597,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),49,Dating,18.38,0.031452
1598,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),50,Branch length estimation,8.47,0.354692
1599,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),50,Dating,15.37,0.03218
1600,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,1,Branch length estimation,28.41,0.262128
1601,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,1,Dating,16.58,0.029644
1602,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,2,Branch length estimation,30.75,0.262164
1603,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,2,Dating,15.77,0.030132
1604,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,3,Branch length estimation,42.39,0.260664
1605,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,3,Dating,14.36,0.03218
1606,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,4,Branch length estimation,42.35,0.262192
1607,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,4,Dating,8.76,0.032484
1608,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,5,Branch length estimation,40.14,0.260716
1609,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,5,Dating,14.99,0.029604
1610,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,6,Branch length estimation,25.65,0.263324
1611,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,6,Dating,15.14,0.03426
1612,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,7,Branch length estimation,38.73,0.260692
1613,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,7,Dating,11.13,0.0338
1614,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,8,Branch length estimation,32.51,0.260496
1615,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,8,Dating,9.56,0.036508
1616,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,9,Branch length estimation,25.38,0.260752
1617,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,9,Dating,15.19,0.031632
1618,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,10,Branch length estimation,42.58,0.26218
1619,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,10,Dating,13.7,0.03116
1620,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,11,Branch length estimation,39.73,0.262176
1621,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,11,Dating,11.29,0.030172
1622,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,12,Branch length estimation,27.49,0.26216
1623,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,12,Dating,10.34,0.035536
1624,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,13,Branch length estimation,34.98,0.260728
1625,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,13,Dating,15.54,0.030132
1626,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,14,Branch length estimation,38.75,0.262132
1627,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,14,Dating,15.23,0.03138
1628,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,15,Branch length estimation,41.76,0.26216
1629,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,15,Dating,15.81,0.029864
1630,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,16,Branch length estimation,31.8,0.262168
1631,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,16,Dating,14.78,0.034484
1632,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,17,Branch length estimation,36.56,0.260672
1633,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,17,Dating,14.21,0.029868
1634,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,18,Branch length estimation,40.35,0.262176
1635,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,18,Dating,10.83,0.030132
1636,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,19,Branch length estimation,26.45,0.26214
1637,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,19,Dating,13.68,0.033492
1638,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,20,Branch length estimation,37.56,0.262168
1639,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,20,Dating,14.45,0.03166
1640,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,21,Branch length estimation,34.05,0.260636
1641,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,21,Dating,16.8,0.03238
1642,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,22,Branch length estimation,41.81,0.262084
1643,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,22,Dating,15.09,0.033956
1644,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,23,Branch length estimation,39.39,0.262256
1645,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,23,Dating,15.49,0.033704
1646,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,24,Branch length estimation,123.4,0.262152
1647,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,24,Dating,14.66,0.031452
1648,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,25,Branch length estimation,45.47,0.260632
1649,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,25,Dating,14.19,0.030852
1650,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,26,Branch length estimation,19.06,0.260616
1651,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,26,Dating,15.73,0.03244
1652,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,27,Branch length estimation,30.94,0.26072
1653,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,27,Dating,16.21,0.03092
1654,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,28,Branch length estimation,28.66,0.262176
1655,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,28,Dating,15.33,0.030368
1656,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,29,Branch length estimation,31.68,0.262156
1657,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,29,Dating,15.89,0.032172
1658,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,30,Branch length estimation,28.64,0.262132
1659,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,30,Dating,15.38,0.031384
1660,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,31,Branch length estimation,33.96,0.262152
1661,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,31,Dating,10.77,0.031384
1662,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,32,Branch length estimation,29.02,0.260536
1663,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,32,Dating,11.07,0.031452
1664,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,33,Branch length estimation,27.6,0.262164
1665,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,33,Dating,9.98,0.031908
1666,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,34,Branch length estimation,31.48,0.26072
1667,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,34,Dating,11.82,0.031648
1668,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,35,Branch length estimation,23.44,0.262156
1669,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,35,Dating,15.2,0.030924
1670,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,36,Branch length estimation,26.78,0.260664
1671,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,36,Dating,10.96,0.032692
1672,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,37,Branch length estimation,23.63,0.260728
1673,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,37,Dating,13.66,0.032172
1674,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,38,Branch length estimation,30.79,0.26476
1675,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,38,Dating,11.73,0.029336
1676,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,39,Branch length estimation,27.78,0.260732
1677,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,39,Dating,14.68,0.030396
1678,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,40,Branch length estimation,153.21,0.26214
1679,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,40,Dating,14.85,0.029864
1680,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,41,Branch length estimation,32.49,0.262152
1681,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,41,Dating,12.06,0.030168
1682,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,42,Branch length estimation,36.71,0.262132
1683,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,42,Dating,10.46,0.033232
1684,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,43,Branch length estimation,32.6,0.262148
1685,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,43,Dating,13.94,0.030392
1686,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,44,Branch length estimation,29.76,0.262176
1687,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,44,Dating,17.13,0.029344
1688,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,45,Branch length estimation,30.78,0.261924
1689,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,45,Dating,10.47,0.033692
1690,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,46,Branch length estimation,27.76,0.260716
1691,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,46,Dating,13.9,0.033992
1692,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,47,Branch length estimation,29.2,0.260736
1693,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,47,Dating,15.53,0.031184
1694,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,48,Branch length estimation,39.06,0.262036
1695,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,48,Dating,9.4,0.032956
1696,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,49,Branch length estimation,27.64,0.26208
1697,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,49,Dating,20.07,0.031288
1698,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,50,Branch length estimation,30.19,0.260736
1699,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,50,Dating,15.88,0.032704
1700,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,1,Branch length estimation,11.81,0.131408
1701,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,1,Dating,15.63,0.031228
1702,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,2,Branch length estimation,9.56,0.131424
1703,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,2,Dating,16.35,0.030504
1704,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,3,Branch length estimation,11.65,0.132112
1705,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,3,Dating,15.08,0.032216
1706,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,4,Branch length estimation,11.21,0.13142
1707,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,4,Dating,15.54,0.029608
1708,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,5,Branch length estimation,11.18,0.13142
1709,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,5,Dating,14.88,0.0329
1710,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,6,Branch length estimation,11.66,0.132716
1711,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,6,Dating,15.35,0.031168
1712,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,7,Branch length estimation,11.75,0.131412
1713,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,7,Dating,14.33,0.032636
1714,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,8,Branch length estimation,13.44,0.131296
1715,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,8,Dating,15.33,0.03086
1716,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,9,Branch length estimation,11.4,0.132156
1717,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,9,Dating,14.9,0.031188
1718,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,10,Branch length estimation,11.26,0.132152
1719,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,10,Dating,15.98,0.03124
1720,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,11,Branch length estimation,10.91,0.131428
1721,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,11,Dating,15.59,0.030852
1722,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,12,Branch length estimation,10.7,0.13214
1723,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,12,Dating,14.3,0.031492
1724,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,13,Branch length estimation,10.21,0.131428
1725,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,13,Dating,15.74,0.030588
1726,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,14,Branch length estimation,11.52,0.132128
1727,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,14,Dating,15.51,0.032176
1728,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,15,Branch length estimation,10.26,0.131424
1729,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,15,Dating,15.82,0.032176
1730,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,16,Branch length estimation,12.34,0.131428
1731,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,16,Dating,15.84,0.031384
1732,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,17,Branch length estimation,10.26,0.131396
1733,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,17,Dating,14.34,0.031452
1734,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,18,Branch length estimation,10.15,0.132148
1735,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,18,Dating,14.27,0.034284
1736,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,19,Branch length estimation,10.65,0.132088
1737,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,19,Dating,15.45,0.030924
1738,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,20,Branch length estimation,10.94,0.132148
1739,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,20,Dating,16.34,0.031188
1740,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,21,Branch length estimation,13.34,0.131384
1741,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,21,Dating,16.67,0.030412
1742,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,22,Branch length estimation,11.02,0.1321
1743,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,22,Dating,15.04,0.034024
1744,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,23,Branch length estimation,9.99,0.13142
1745,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,23,Dating,14.94,0.031904
1746,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,24,Branch length estimation,11.65,0.131424
1747,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,24,Dating,14.72,0.03244
1748,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,25,Branch length estimation,12.74,0.131384
1749,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,25,Dating,14.61,0.033428
1750,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,26,Branch length estimation,13.59,0.132148
1751,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,26,Dating,15.39,0.032744
1752,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,27,Branch length estimation,11.2,0.131412
1753,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,27,Dating,15.1,0.03316
1754,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,28,Branch length estimation,12.04,0.131424
1755,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,28,Dating,15.28,0.03138
1756,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,29,Branch length estimation,11.2,0.13142
