,Taxon,Branch Type,l1,l2,l1/l2,Topology
229,Xolmis rubtra K11946,terminal,0.691198,1.012441,0.682704474,CAML
230,  ,internal,0.357749,0.372696,0.959894928,CAML
231,Xolmis cortus KU11859,terminal,1.048947,1.385137,0.757287546,CAML
232,  ,internal,0.033896,0.117083,0.289504027,CAML
233,Xolmis cinreu SB14699,terminal,1.082843,1.50222,0.720828507,CAML
234,  ,internal,0.067614,0.116268,0.581535762,CAML
235,  ,internal,0.02105,0.209638,0.100411185,CAML
236,Xolmis pyrope A12144,terminal,1.171507,1.828126,0.640823991,CAML
237,  ,internal,0.040495,0.099152,0.408413345,CAML
238,Xolmis irupe SB14801,terminal,0.10236,0.891194,0.114857147,CAML
239,Xolmis veltus L38195,terminal,0.10236,0.891194,0.114857147,CAML
240,  ,internal,1.109642,1.036084,1.070996174,CAML
241,  ,internal,1.183871,0.452984,2.613494075,CAML
242,Cnemar erygiu L30022,terminal,1.311201,1.472993,0.890161053,CAML
243,Poliox rufnis K19488,terminal,1.311201,1.472993,0.890161053,CAML
244,  ,internal,1.084672,0.907269,1.195535172,CAML
245,  ,internal,0.218729,0.703278,0.311013568,CAML
246,Knipo poecus A14176,terminal,0.701743,1.265321,0.554596818,CAML
247,Knipo orecen L3178,terminal,0.701743,1.265321,0.554596818,CAML
248,  ,internal,0.292085,0.169291,1.725342753,CAML
249,Knipo poerus SB10607,terminal,0.993828,1.434613,0.692749891,CAML
250,  ,internal,0.186392,0.23871,0.780830296,CAML
251,Knipo franus SP82727,terminal,0.03443,0.80241,0.042908239,CAML
252,Knipo nigmus MPEGDZ5162,terminal,0.03443,0.80241,0.042908239,CAML
253,  ,internal,0.772753,0.7123,1.084870139,CAML
254,Knipo lopho SB14741,terminal,0.807183,1.51471,0.532896066,CAML
255,  ,internal,0.373036,0.158613,2.35186271,CAML
256,  ,internal,0.261706,0.180401,1.450690406,CAML
257,Knipo hudso L18865,terminal,0.460977,0.462967,0.995701637,CAML
258,Knipo hudso L19103,terminal,0.460977,0.462967,0.995701637,CAML
259,  ,internal,0.859998,0.785269,1.095163568,CAML
260,Knipo atemus LSU6578,terminal,1.320975,1.248236,1.058273435,CAML
261,  ,internal,0.038941,0.317055,0.122820962,CAML
262,Knipo strcep L38892,terminal,1.359916,1.565291,0.868794365,CAML
263,  ,internal,0.082009,0.288432,0.284326982,CAML
264,  ,internal,0.033031,0.266895,0.12376028,CAML
265,Knipo signa L44150,terminal,0.131892,0.25515,0.516919459,CAML
266,Knipo atemus LSUMZ44399,terminal,0.131892,0.25515,0.516919459,CAML
267,  ,internal,0.418137,0.682491,0.612663024,CAML
268,Knipo caban KU9690,terminal,0.550029,0.937641,0.586609374,CAML
269,  ,internal,0.924927,1.182977,0.781863891,CAML
270,  ,internal,1.05592,0.517883,2.038916126,CAML
271,Hymeno pertus SB14701,terminal,2.530876,2.638501,0.959209794,CAML
272,  ,internal,0.083726,0.445039,0.188131827,CAML
273,  ,internal,1.026297,0.204406,5.020875121,CAML
274,Lesson oreas LSU61378,terminal,0.335202,0.882573,0.379800878,CAML
275,Lesson rufa A9938,terminal,0.335202,0.882573,0.379800878,CAML
276,  ,internal,3.305697,2.405374,1.374296471,CAML
277,  ,internal,0.111638,0.173681,0.642776124,CAML
278,Musaxi junin L1203,terminal,0.309432,0.514536,0.601380661,CAML
279,Musaxi captus A12128,terminal,0.309432,0.514536,0.601380661,CAML
280,  ,internal,0.251357,0.081752,3.074628144,CAML
281,Musaxi alblor A12171,terminal,0.560789,0.596288,0.940466687,CAML
282,  ,internal,0.015882,0.070095,0.226578215,CAML
283,Musaxi maclo K11679,terminal,0.576671,0.666383,0.865374717,CAML
284,  ,internal,0.578096,0.101698,5.684438239,CAML
285,Musaxi rufver L7728,terminal,0.293681,0.576583,0.50934731,CAML
286,Musaxi cinreu A12179,terminal,0.293681,0.576583,0.50934731,CAML
287,  ,internal,0.437979,0.065178,6.719736721,CAML
288,Musaxi griseus K17552,terminal,0.73166,0.641761,1.140081744,CAML
289,  ,internal,0.423106,0.126319,3.349504033,CAML
290,  ,internal,0.054194,0.080149,0.676165641,CAML
291,Musaxi alpin L30037,terminal,1.20896,0.848229,1.425275486,CAML
292,  ,internal,0.053055,0.20859,0.25435064,CAML
293,Musaxi flavcha A12184,terminal,1.262015,1.05682,1.194162677,CAML
294,  ,internal,1.221488,1.109948,1.100491194,CAML
295,Musaxi mactri L103850,terminal,2.483502,2.166767,1.146178615,CAML
296,  ,internal,1.064432,0.799783,1.330901007,CAML
297,Musaxi fluvi L1188,terminal,2.878432,2.813051,1.023242024,CAML
298,Satrapa icter K9896,terminal,2.878432,2.813051,1.023242024,CAML
299,  ,internal,0.669502,0.153499,4.361604962,CAML
300,  ,internal,0.204603,0.495077,0.413275107,CAML
301,  ,internal,0.599367,0.971319,0.617065042,CAML
302,  ,internal,0.350283,0.192379,1.820796449,CAML
303,Alectr risora K3430,terminal,0.519652,0.98138,0.529511504,CAML
304,Alectr tricol K3596,terminal,0.519652,0.98138,0.529511504,CAML
305,  ,internal,1.776948,0.46074,3.856726136,CAML
306,Heterox domnus S630166,terminal,2.2966,1.44212,1.592516573,CAML
307,  ,internal,0.110025,0.579527,0.189853104,CAML
308,Gubern yetap K95,terminal,2.406625,2.021647,1.190427904,CAML
309,  ,internal,1.675312,0.172112,9.733847727,CAML
310,Muspip vetula MZUBOR1434,terminal,1.690078,0.30612,5.520965634,CAML
311,Muspip vetula MZUBOR1433,terminal,1.690078,0.30612,5.520965634,CAML
312,  ,internal,2.391859,1.887639,1.267116753,CAML
313,  ,internal,0.094472,0.616001,0.153363387,CAML
314,Pyroce rubnus LSUMZ37157,terminal,0.410579,0.761716,0.539018479,CAML
315,Pyroce rubnus LSUMZ49608,terminal,0.410579,0.761716,0.539018479,CAML
316,  ,internal,1.139783,0.407552,2.796656623,CAML
317,Pyroce rubnus GAMA1,terminal,1.550362,1.169268,1.32592528,CAML
318,  ,internal,2.626047,1.640492,1.60076794,CAML
319,  ,internal,0.039892,0.308632,0.129254257,CAML
320,Fluvic albter L38135,terminal,0.699013,0.41441,1.686766729,CAML
321,Fluvic pica SB14542,terminal,0.699013,0.41441,1.686766729,CAML
322,  ,internal,1.330125,1.286173,1.034172697,CAML
323,Fluvic nen GCPE50,terminal,2.029138,1.700583,1.19320139,CAML
324,  ,internal,1.821187,1.25343,1.45296267,CAML
325,Arundi leuceph L38036,terminal,3.850325,2.954014,1.303421379,CAML
326,  ,internal,0.365975,0.164378,2.226423244,CAML
327,  ,internal,0.297018,0.803778,0.369527407,CAML
328,Coloni colon K3731,terminal,4.513318,3.922169,1.150719921,CAML
329,  ,internal,0.12698,0.368427,0.344654436,CAML
330,Subleg obsior SB11764,terminal,0.840535,0.680771,1.234680972,CAML
331,Subleg arena F394498,terminal,0.840535,0.680771,1.234680972,CAML
332,  ,internal,0.690728,0.508022,1.359641905,CAML
333,Subleg modtus L15283,terminal,1.531263,1.188793,1.288082114,CAML
334,  ,internal,0.330333,0.535772,0.616555176,CAML
335,Suiriri affin MZUSP79714,terminal,0.58187,0.546906,1.063930547,CAML
336,Suiriri affin L15273,terminal,0.58187,0.546906,1.063930547,CAML
337,  ,internal,1.279726,1.17766,1.086668478,CAML
338,  ,internal,2.778702,2.566031,1.082879357,CAML
339,  ,internal,0.061889,0.334729,0.184892854,CAML
340,  ,internal,0.086766,0.344709,0.251707962,CAML
341,Ochoec leurys L3833,terminal,0.222769,0.542241,0.41083024,CAML
342,Ochoec leurys UWBM70458,terminal,0.222769,0.542241,0.41083024,CAML
343,  ,internal,0.398286,0.564001,0.706179599,CAML
344,Ochoec oenide L1210,terminal,0.621055,1.106242,0.56140971,CAML
345,  ,internal,0.0141,0.318232,0.044307298,CAML
346,Ochoec piurae L49651,terminal,0.635156,1.424474,0.445888096,CAML
347,  ,internal,0.026917,0.28508,0.09441911,CAML
348,Ochoec ruflis L1216,terminal,0.662073,1.709554,0.387278202,CAML
349,  ,internal,0.62441,0.133006,4.694600244,CAML
350,Ochoec fumic KU21289,terminal,0.439715,0.66067,0.665559205,CAML
351,Ochoec fumic H2554,terminal,0.439715,0.66067,0.665559205,CAML
352,  ,internal,0.846768,1.181891,0.716451856,CAML
353,  ,internal,0.539607,0.399557,1.350513193,CAML
354,Ochoec cinven L33969,terminal,0.617027,0.858543,0.718690852,CAML
355,Ochoec cinven PhAMC1138,terminal,0.617027,0.858543,0.718690852,CAML
356,  ,internal,0.113848,0.328482,0.346588245,CAML
357,Ochoec cinven L7999,terminal,0.730875,1.187025,0.615719972,CAML
358,  ,internal,1.095215,1.055092,1.038027963,CAML
359,  ,internal,0.04489,0.207022,0.216836858,CAML
360,Tumbez salvi L5171,terminal,1.870979,2.44914,0.763933054,CAML
361,  ,internal,1.20724,0.814867,1.481517843,CAML
362,Colorh partri K11725,terminal,3.078219,3.264007,0.943079779,CAML
363,  ,internal,0.051896,0.379399,0.136784757,CAML
364,Ochoec pullla A7059,terminal,0.586234,0.81665,0.717852201,CAML
365,Ochoec pullla LSUMZ7968,terminal,0.586234,0.81665,0.717852201,CAML
366,  ,internal,0.139612,0.487691,0.28627143,CAML
367,Ochoec jels L3595,terminal,0.725846,1.304341,0.556484846,CAML
368,  ,internal,0.408608,0.144399,2.829714887,CAML
369,Ochoec diade H4182,terminal,1.134453,1.44874,0.783061833,CAML
370,  ,internal,0.435805,0.221726,1.965511487,CAML
371,Ochoec diade AMC899,terminal,1.39271,1.471739,0.9463023,CAML
372,Ochoec diade H1821,terminal,1.39271,1.471739,0.9463023,CAML
373,  ,internal,0.177548,0.198727,0.893426661,CAML
374,  ,internal,0.044385,0.218151,0.203459989,CAML
375,Ochoec front K16992,terminal,0.201204,1.060299,0.189761567,CAML
376,Ochoec front H2268,terminal,0.201204,1.060299,0.189761567,CAML
377,  ,internal,1.413439,0.828318,1.706396577,CAML
378,  ,internal,1.515472,1.754788,0.863621133,CAML
379,  ,internal,0.530021,0.229488,2.309580457,CAML
380,Myiopho flavns LSU1776,terminal,0.479038,1.749931,0.273746793,CAML
381,Myiopho flavns L33885,terminal,0.479038,1.749931,0.273746793,CAML
382,  ,internal,1.540918,1.357444,1.135161377,CAML
383,Myiopho photra L5601,terminal,0.468638,1.767654,0.265118626,CAML
384,Myiopho rormae A12334,terminal,0.468638,1.767654,0.265118626,CAML
385,  ,internal,1.551318,1.339721,1.157941094,CAML
386,  ,internal,1.64018,0.765519,2.142572555,CAML
387,  ,internal,0.851671,0.387381,2.198535808,CAML
388,Myiopho cryxan LSU5964,terminal,0.305727,1.482733,0.20619154,CAML
389,Myiopho fastus GCN1412,terminal,0.305727,1.482733,0.20619154,CAML
390,  ,internal,4.20608,2.777542,1.514317335,CAML
391,  ,internal,0.277146,0.70976,0.390478472,CAML
392,  ,internal,1.762666,1.217191,1.448142485,CAML
393,Musgra brecau L5247,terminal,6.551619,6.187225,1.058894577,CAML
394,  ,internal,0.06966,0.209215,0.332958918,CAML
395,Tyranus forfic L48080,terminal,0.08972,0.527247,0.170166924,CAML
396,Tyranus vertic L41824,terminal,0.08972,0.527247,0.170166924,CAML
397,  ,internal,0.250142,0.074611,3.352615566,CAML
398,Tyranus vocran L58274,terminal,0.339861,0.601858,0.564686355,CAML
399,  ,internal,0.942316,0.176202,5.347930216,CAML
400,Tyranus tyrnus L3328,terminal,1.282177,0.77806,1.647915328,CAML
401,  ,internal,0.066541,0.415108,0.160298043,CAML
402,Tyranus crassi F343264,terminal,0.177138,0.635433,0.278767392,CAML
403,Tyranus couchi L48091,terminal,0.177138,0.635433,0.278767392,CAML
404,  ,internal,1.171581,0.557735,2.100605126,CAML
405,  ,internal,0.04523,0.141255,0.320201055,CAML
406,Tyranus nivgul L5241,terminal,0.428011,1.15118,0.371801977,CAML
407,Tyranus caudif L16814,terminal,0.428011,1.15118,0.371801977,CAML
408,  ,internal,0.965938,0.183243,5.271350065,CAML
409,  ,internal,0.044275,0.167378,0.264521024,CAML
410,Tyranus melcus K9885,terminal,0.135939,0.324102,0.419432771,CAML
411,Tyranus melcus MZUSP80780,terminal,0.135939,0.324102,0.419432771,CAML
412,  ,internal,0.173995,0.050392,3.452829814,CAML
413,Tyranus melcus LSUMZ13902,terminal,0.309933,0.374494,0.827604715,CAML
414,  ,internal,0.032537,0.112165,0.290081576,CAML
415,Tyranus melcus LSUMZ28429,terminal,0.34247,0.486659,0.703716565,CAML
416,  ,internal,0.15637,0.117478,1.33105773,CAML
417,Tyranus domsis L11353,terminal,0.49884,0.604137,0.825706752,CAML
418,  ,internal,0.255936,0.373153,0.685874159,CAML
419,Tyranus alblar L15257,terminal,0.754777,0.97729,0.772316303,CAML
420,  ,internal,0.683447,0.524511,1.303017477,CAML
421,  ,internal,0.265164,0.290534,0.912678034,CAML
422,Tyranus savana L48429,terminal,1.703387,1.792335,0.950373117,CAML
423,  ,internal,1.703834,0.524962,3.245633017,CAML
424,Empinom varius SP86338,terminal,1.693319,1.828464,0.926088236,CAML
425,Empinom aurcri SP90097,terminal,1.693319,1.828464,0.926088236,CAML
426,  ,internal,1.713903,0.488833,3.506111494,CAML
427,  ,internal,0.05527,0.685098,0.08067459,CAML
428,Myiodyn mactus LSUMZ66057,terminal,0.255451,0.440881,0.579410317,CAML
429,Myiodyn mactus SB13961,terminal,0.255451,0.440881,0.579410317,CAML
430,  ,internal,0.532287,0.808922,0.65802018,CAML
431,Myiodyn mactus LSUMZ42518,terminal,0.787739,1.249803,0.630290534,CAML
432,  ,internal,1.514033,0.461046,3.283908764,CAML
433,Myiodyn lutei L28865,terminal,2.301772,1.710849,1.345397519,CAML
434,  ,internal,0.251533,0.174125,1.4445542,CAML
435,Myiodyn chrlus L22815,terminal,0.47756,0.937413,0.50944461,CAML
436,Myiodyn hemchry L28199,terminal,0.47756,0.937413,0.50944461,CAML
437,  ,internal,2.075745,0.947561,2.190618863,CAML
438,  ,internal,0.05922,0.290263,0.20402187,CAML
439,Myiodyn bai L5137,terminal,2.612525,2.175237,1.201030049,CAML
440,  ,internal,0.779603,0.474317,1.643632845,CAML
441,Conopi albvit L46625,terminal,0.706847,0.562429,1.256775522,CAML
442,Conopi parvus L48291,terminal,0.706847,0.562429,1.256775522,CAML
443,  ,internal,1.382017,1.180159,1.171043054,CAML
444,Conopi tritus K3772,terminal,1.430958,1.541516,0.928279693,CAML
445,Conopi cinnet KU17356,terminal,1.430958,1.541516,0.928279693,CAML
446,  ,internal,0.657906,0.201072,3.271992122,CAML
447,  ,internal,1.171146,0.777729,1.505853581,CAML
448,Tyranop sulrea L42165,terminal,1.273024,1.713581,0.742902728,CAML
449,Megary pitgua L18467,terminal,1.273024,1.713581,0.742902728,CAML
450,  ,internal,1.986986,0.806736,2.46299409,CAML
451,  ,internal,0.132118,0.129237,1.022292378,CAML
452,  ,internal,0.070364,0.352841,0.199421269,CAML
453,  ,internal,0.319541,0.428409,0.745878355,CAML
454,Myioze caysis L9221,terminal,0.221097,0.859256,0.25731214,CAML
455,Myioze caysis GCN983,terminal,0.221097,0.859256,0.25731214,CAML
456,  ,internal,1.753839,0.907779,1.932010985,CAML
457,Myioze simi L10837,terminal,1.974936,1.767035,1.117655281,CAML
458,  ,internal,0.069337,0.325968,0.212711064,CAML
459,Myioze graden L41630,terminal,2.044272,2.093003,0.976717186,CAML
460,  ,internal,1.73776,1.3378,1.298968456,CAML
461,  ,internal,0.31444,0.166432,1.889300135,CAML
462,Pitang sultus L7348,terminal,4.096472,3.597236,1.138783221,CAML
463,  ,internal,0.103586,0.377766,0.274206784,CAML
464,Philohy lictor FMNH391522,terminal,1.198249,0.367389,3.261526611,CAML
465,Philohy lictor L28817,terminal,1.198249,0.367389,3.261526611,CAML
466,  ,internal,3.001808,3.607613,0.832075946,CAML
467,  ,internal,0.871933,0.293325,2.972583312,CAML
468,Machet rixosa L37884,terminal,5.07199,4.268327,1.188285246,CAML
469,  ,internal,0.566279,0.353424,1.602265268,CAML
470,Attila rufus MZU92194,terminal,0.471519,0.636549,0.740742661,CAML
471,Attila bolnus L13074,terminal,0.471519,0.636549,0.740742661,CAML
472,  ,internal,0.093555,0.299238,0.312644116,CAML
473,Attila citri L42874,terminal,0.565074,0.935787,0.603848953,CAML
474,  ,internal,0.447485,0.299662,1.493299117,CAML
475,Attila tordus SB28291,terminal,1.012559,1.235448,0.819588522,CAML
476,  ,internal,1.50474,0.643212,2.339415309,CAML
477,Attila cinmeus SB11685,terminal,0.810184,0.31443,2.576675254,CAML
478,Attila cinmeus K1236,terminal,0.810184,0.31443,2.576675254,CAML
479,  ,internal,1.506028,1.40256,1.073770819,CAML
480,Attila phorus SP93549,terminal,2.316212,1.71699,1.348995626,CAML
481,  ,internal,0.201087,0.161671,1.243803774,CAML
482,  ,internal,2.014391,1.110824,1.813420488,CAML
483,Attila spaeus L55279,terminal,4.53169,2.989485,1.51587648,CAML
484,  ,internal,0.818208,1.255659,0.651616402,CAML
485,Legatu leupha L29950,terminal,5.349897,4.245144,1.260239229,CAML
486,  ,internal,0.288373,0.376607,0.76571333,CAML
487,  ,internal,0.114775,0.269707,0.425554398,CAML
488,Myiar sagra LSUUF41219,terminal,0.192524,0.260752,0.738341413,CAML
489,Myiar sagra LSUMZ83005,terminal,0.192524,0.260752,0.738341413,CAML
490,  ,internal,0.064085,0.09003,0.711818283,CAML
491,Myiar stodus K6389,terminal,0.256609,0.350781,0.731536201,CAML
492,  ,internal,0.032941,0.20023,0.164515807,CAML
493,Myiar antrum L11466,terminal,0.289549,0.551012,0.525485833,CAML
494,  ,internal,0.190157,0.056092,3.390091279,CAML
495,Myiar crini L53031,terminal,0.479706,0.607104,0.79015457,CAML
496,  ,internal,0.406185,0.074886,5.424044548,CAML
497,Myiar tyrlus L38002,terminal,0.455009,0.477177,0.953543444,CAML
498,Myiar tyrlus LSU22558,terminal,0.455009,0.477177,0.953543444,CAML
499,  ,internal,0.430882,0.204814,2.103772203,CAML
500,  ,internal,0.144984,0.081053,1.788755506,CAML
501,Myiar nuttin UWB81327,terminal,0.324633,0.466824,0.695407691,CAML
502,Myiar nuttin CZ335354,terminal,0.324633,0.466824,0.695407691,CAML
503,  ,internal,0.473755,0.227521,2.082247353,CAML
504,Myiar cincen L5318,terminal,0.798388,0.694345,1.149843378,CAML
505,  ,internal,0.232487,0.068699,3.384139507,CAML
506,  ,internal,0.057697,0.230272,0.250560207,CAML
507,Myiar yucat K1880,terminal,1.088572,0.993316,1.095896975,CAML
508,  ,internal,0.600198,0.39543,1.517836279,CAML
509,Myiar fero L48292,terminal,0.511723,0.794536,0.644052629,CAML
510,Myiar panmen L9935,terminal,0.511723,0.794536,0.644052629,CAML
511,  ,internal,0.409446,0.15398,2.659085596,CAML
512,Myiar phalus SB28498,terminal,0.921169,0.948516,0.971168647,CAML
513,  ,internal,0.767601,0.44023,1.743636281,CAML
514,  ,internal,0.052029,0.207997,0.250143031,CAML
515,Myiar cepha L22722,terminal,0.155861,1.320683,0.118015451,CAML
516,Myiar apica ICAMC1367,terminal,0.155861,1.320683,0.118015451,CAML
517,  ,internal,1.58494,0.27606,5.741288126,CAML
518,  ,internal,0.050403,0.167497,0.300918822,CAML
519,Myiar tuber LSUMZ44174,terminal,0.172479,0.437803,0.393964865,CAML
520,Myiar tuber LSUMZ523,terminal,0.172479,0.437803,0.393964865,CAML
521,  ,internal,0.110786,0.052866,2.095600197,CAML
522,Myiar tuber LSUMZ7994,terminal,0.283265,0.490669,0.577303641,CAML
523,  ,internal,0.020732,0.070061,0.295913561,CAML
524,Myiar tuber LSUMZ31543,terminal,0.303997,0.56073,0.542145061,CAML
525,  ,internal,0.400873,0.233951,1.713491287,CAML
526,Myiar tuber LSUMZ446,terminal,0.704871,0.794681,0.886986099,CAML
527,  ,internal,0.02166,0.065828,0.329039315,CAML
528,Myiar tuber LSUMZ67288,terminal,0.726531,0.860509,0.844303778,CAML
529,  ,internal,0.336217,0.096816,3.472742109,CAML
530,Myiar tuber LSUMZ46609,terminal,0.512935,0.767221,0.668562253,CAML
531,Myiar barbi FMNH331081,terminal,0.512935,0.767221,0.668562253,CAML
532,  ,internal,0.549812,0.190103,2.892179503,CAML
533,  ,internal,0.055412,0.179863,0.308078927,CAML
534,Myiar tuber LSUMZ15135,terminal,0.391813,0.703833,0.556684611,CAML
535,Myiar tuber MPEGBR163112,terminal,0.391813,0.703833,0.556684611,CAML
536,  ,internal,0.726346,0.433354,1.67610314,CAML
537,  ,internal,0.673044,0.627053,1.073344677,CAML
538,  ,internal,0.037239,0.156903,0.237337718,CAML
539,Myiar swaoni L9563,terminal,0.616069,0.925763,0.665471616,CAML
540,Myiar swaoni A6077,terminal,0.616069,0.925763,0.665471616,CAML
541,  ,internal,0.110296,0.407692,0.270537563,CAML
542,Myiar swaoni L48574,terminal,0.228076,0.985838,0.231352413,CAML
543,Myiar swaoni MPEGSC041,terminal,0.228076,0.985838,0.231352413,CAML
544,  ,internal,0.498289,0.347618,1.43343843,CAML
545,  ,internal,1.102078,0.587688,1.875277358,CAML
546,  ,internal,1.860104,1.605478,1.158598249,CAML
547,Myiar semfus L5213,terminal,3.688546,3.526621,1.045915056,CAML
548,  ,internal,1.011997,0.442651,2.286218714,CAML
549,Casior fuscus MPEGCAPI72,terminal,0.36517,0.643851,0.567165385,CAML
550,Casior rufus L37981,terminal,0.36517,0.643851,0.567165385,CAML
551,  ,internal,0.646438,0.61503,1.051067428,CAML
552,Rhytip immunda SB11003,terminal,1.011608,1.258881,0.803577145,CAML
553,  ,internal,2.639925,0.75702,3.487259253,CAML
554,Rhytip simplex GSB23,terminal,0.900895,1.595304,0.564716819,CAML
555,Rhytip simplex KU1272,terminal,0.900895,1.595304,0.564716819,CAML
556,  ,internal,2.750638,0.420597,6.539842177,CAML
557,  ,internal,0.406366,1.012744,0.401252439,CAML
558,Siryst sibtor G258,terminal,0.311051,0.401622,0.774486955,CAML
559,Siryst sibtor L27464,terminal,0.311051,0.401622,0.774486955,CAML
560,  ,internal,0.357326,0.728733,0.490338711,CAML
561,Siryst sibtor L20206,terminal,0.668377,1.130355,0.591298309,CAML
562,  ,internal,0.869977,0.970273,0.896631154,CAML
563,Siryst sibtor L2140,terminal,1.538354,2.100629,0.732330173,CAML
564,  ,internal,2.519545,0.928016,2.71498013,CAML
565,  ,internal,0.642644,0.940628,0.683207389,CAML
566,  ,internal,1.052502,0.922186,1.141312056,CAML
567,  ,internal,0.601983,1.069795,0.562708743,CAML
568,Deltar flamtus W101150,terminal,0.520313,2.251995,0.231045362,CAML
569,Rampho fuscau L18539,terminal,0.520313,2.251995,0.231045362,CAML
570,  ,internal,3.608717,1.505543,2.39695379,CAML
571,Rampho rufuda L18391,terminal,4.12903,3.757537,1.098866092,CAML
572,  ,internal,0.352025,1.062809,0.33122132,CAML
573,Rampho megpha MPEGSC136,terminal,0.499439,1.581576,0.315785647,CAML
574,Rampho megpha LSUMZ10867,terminal,0.499439,1.581576,0.315785647,CAML
575,  ,internal,3.981616,3.23877,1.229360529,CAML
576,  ,internal,1.873973,1.140907,1.642529146,CAML
577,  ,internal,0.266251,0.435187,0.611808257,CAML
578,  ,internal,1.360228,1.525557,0.891627124,CAML
579,Anaire parlus A12192,terminal,0.539019,0.471705,1.142703597,CAML
580,Anaire flaviro CU52375,terminal,0.539019,0.471705,1.142703597,CAML
581,  ,internal,0.672244,0.741919,0.906088131,CAML
582,Anaire alpin NM34088,terminal,1.211264,1.213624,0.998055411,CAML
583,  ,internal,0.410207,0.283605,1.446402567,CAML
584,Anaire nigrosta F391921,terminal,0.526962,0.718583,0.733334911,CAML
585,Anaire regide LSU72421,terminal,0.526962,0.718583,0.733334911,CAML
586,  ,internal,1.094509,0.778646,1.405656743,CAML
587,  ,internal,0.493072,0.643805,0.765871654,CAML
588,Uromyi agili H2514,terminal,0.39784,1.178095,0.337697724,CAML
589,Uromyi agrap L8325,terminal,0.39784,1.178095,0.337697724,CAML
590,  ,internal,1.716703,0.96294,1.782772551,CAML
591,  ,internal,0.531125,0.294123,1.805792135,CAML
592,Serpop subata Y101031,terminal,0.463214,0.584236,0.792854258,CAML
593,Serpop munda L38360,terminal,0.463214,0.584236,0.792854258,CAML
594,  ,internal,0.184064,0.708988,0.259615113,CAML
595,Serpop hypleu L43050,terminal,0.647278,1.293224,0.500514992,CAML
596,  ,internal,0.536783,0.636254,0.843661494,CAML
597,Polyst supcil MPEGDZ6285,terminal,1.184061,1.929478,0.613669086,CAML
598,  ,internal,1.395829,0.293537,4.755206328,CAML
599,Polyst peclis YPM137548,terminal,0.789907,0.37596,2.101040004,CAML
600,Polyst peclis L38120,terminal,0.789907,0.37596,2.101040004,CAML
601,  ,internal,1.789983,1.847054,0.969101607,CAML
602,  ,internal,0.065777,0.212143,0.310059724,CAML
603,  ,internal,0.101589,0.267169,0.380242468,CAML
604,Pseucol flaviven MPEGCMN37,terminal,0.099884,0.505664,0.197530376,CAML
605,Pseucol citre FMNH316706,terminal,0.099884,0.505664,0.197530376,CAML
606,  ,internal,0.462789,0.607965,0.761209938,CAML
607,Pseucol acuti L37915,terminal,0.562673,1.113629,0.505260729,CAML
608,  ,internal,1.318318,0.187332,7.037334785,CAML
609,Pseucol scleri L38161,terminal,1.880991,1.30096,1.44584845,CAML
610,  ,internal,0.366971,0.940393,0.390231531,CAML
611,Serpop nigcan SB13623,terminal,0.554245,0.622937,0.889728817,CAML
612,Serpop cinrea L22901,terminal,0.554245,0.622937,0.889728817,CAML
613,  ,internal,1.693717,1.618416,1.046527592,CAML
614,  ,internal,0.447429,0.230238,1.943332552,CAML
615,Culici cauuta L15410,terminal,2.695391,2.471591,1.090548962,CAML
616,  ,internal,0.051865,0.230735,0.224781676,CAML
617,  ,internal,1.853704,1.139826,1.626304366,CAML
618,Mecoc leurys H4170,terminal,4.60096,3.842153,1.197495259,CAML
619,  ,internal,0.102263,0.75799,0.134913389,CAML
620,Phaeo murina L48589,terminal,0.811535,0.943447,0.860180805,CAML
621,Phaeo murina LSUMZ48557,terminal,0.811535,0.943447,0.860180805,CAML
622,  ,internal,1.357121,0.69836,1.943297153,CAML
623,Phaeo murina LSUMZ180,terminal,0.711177,1.132474,0.627985278,CAML
624,Phaeo murina LSUMZ456,terminal,0.711177,1.132474,0.627985278,CAML
625,  ,internal,1.457479,0.509333,2.861544412,CAML
626,  ,internal,0.86317,1.877543,0.459733812,CAML
627,Phymyi fastus SP93548,terminal,0.580175,0.910295,0.637348332,CAML
628,Phymyi weeden L58430,terminal,0.580175,0.910295,0.637348332,CAML
629,  ,internal,0.254151,0.22047,1.152769084,CAML
630,Phymyi gricep SB14160,terminal,0.834326,1.130766,0.737841428,CAML
631,  ,internal,2.1975,2.388585,0.920000754,CAML
632,  ,internal,0.71436,0.226445,3.15467332,CAML
633,Capsie flaveo GCPEII12,terminal,3.746187,3.745795,1.000104651,CAML
634,  ,internal,0.957036,0.854347,1.120195892,CAML
635,  ,internal,1.16229,0.59674,1.947732681,CAML
636,Pseulae leupod L5200,terminal,5.865513,5.196883,1.128659814,CAML
637,  ,internal,0.168033,0.416146,0.403783768,CAML
638,Suiriri suiri MZUSP79709,terminal,0.550328,0.564669,0.97460282,CAML
639,Suiriri suiri MUSP83359,terminal,0.550328,0.564669,0.97460282,CAML
640,  ,internal,0.663963,0.245427,2.705338043,CAML
641,Suiriri suiri KU2812,terminal,0.693078,0.559976,1.23769233,CAML
642,Suiriri suiri L18799,terminal,0.693078,0.559976,1.23769233,CAML
643,  ,internal,0.521212,0.25012,2.083847753,CAML
644,  ,internal,4.819256,4.802934,1.003398339,CAML
645,  ,internal,0.20746,0.464109,0.447007061,CAML
646,Elaen falla KU6293,terminal,0.24884,0.812093,0.306418107,CAML
