GENE,TYPE,ALPH,SQLN,P_A,P_C,P_G,P_T,P_CA,P_AG,P_TA,P_CG,P_TC,P_TG
456,default,2.584429,500,0.314860,0.115017,0.236637,0.333486,5.471386,1.000000,0.070032,0.031356,0.119171,0.353870
457,default,0.081717,500,0.232821,0.208130,0.275190,0.283860,9.217271,1.000000,0.053891,0.097569,0.143300,0.408424
458,default,0.250644,500,0.291584,0.246004,0.246263,0.216149,9.847528,1.000000,0.083971,0.062162,0.074111,0.311615
459,default,1.481953,500,0.304455,0.200878,0.316931,0.177735,5.609807,1.000000,0.061468,0.085807,0.144871,0.314902
460,default,2.354366,500,0.274107,0.206909,0.238082,0.280902,3.811985,1.000000,0.103737,0.064663,0.140682,0.207814
461,default,1.178152,500,0.232086,0.247757,0.212584,0.307573,2.755416,1.000000,0.111014,0.066321,0.046294,0.383551
462,default,0.152570,500,0.292847,0.268764,0.229670,0.208720,37.824729,1.000000,0.024016,0.063091,0.093259,0.377987
463,default,2.627283,500,0.329475,0.240736,0.255193,0.174597,6.690996,1.000000,0.100861,0.111622,0.088538,0.145258
464,default,1.683095,500,0.317563,0.210374,0.150729,0.321334,3.961755,1.000000,0.100562,0.087527,0.134547,0.215327
465,default,0.615767,500,0.333055,0.186196,0.227495,0.253254,14.165072,1.000000,0.125387,0.114600,0.136752,0.199593
466,default,0.926750,500,0.280353,0.171485,0.223302,0.324859,12.924199,1.000000,0.148763,0.033489,0.108632,0.260541
467,default,1.583477,500,0.353857,0.193774,0.233977,0.218392,3.635751,1.000000,0.053736,0.079305,0.093375,0.422981
468,default,1.161222,500,0.299433,0.183375,0.238182,0.279010,2.201485,1.000000,0.098457,0.114560,0.172406,0.187457
469,default,0.015838,500,0.344363,0.173115,0.276488,0.206034,11.763097,1.000000,0.137376,0.155111,0.125062,0.293979
470,default,0.806445,500,0.237622,0.189727,0.297425,0.275225,2.957173,1.000000,0.117627,0.080093,0.049100,0.386820
471,default,0.375848,500,0.366951,0.147199,0.216404,0.269445,5.195925,1.000000,0.129553,0.056285,0.236483,0.299806
472,default,0.807356,500,0.291954,0.222926,0.181026,0.304094,8.267498,1.000000,0.131167,0.087684,0.088677,0.276939
473,default,1.189006,500,0.312524,0.194817,0.226979,0.265680,7.087052,1.000000,0.195612,0.103349,0.089858,0.143397
474,default,0.829430,500,0.301627,0.217476,0.161900,0.318997,5.319646,1.000000,0.078601,0.198277,0.084342,0.293879
475,default,1.079369,500,0.363816,0.154236,0.226161,0.255787,5.001157,1.000000,0.171094,0.105225,0.074839,0.350612
476,default,0.003259,500,0.302825,0.262659,0.200218,0.234298,14.729772,1.000000,0.041975,0.084943,0.138847,0.335346
477,default,1.441622,500,0.266866,0.215893,0.245752,0.271489,10.673894,1.000000,0.063056,0.089285,0.150028,0.146025
478,default,1.082449,500,0.270601,0.228029,0.185872,0.315498,4.487584,1.000000,0.103069,0.055687,0.069080,0.316326
479,default,0.374595,500,0.262316,0.282321,0.194736,0.260627,6.574835,1.000000,0.118951,0.116532,0.105298,0.275614
480,default,0.075991,500,0.226837,0.299897,0.247527,0.225739,5.747548,1.000000,0.062137,0.122901,0.092350,0.324585
481,default,1.061036,500,0.331432,0.196195,0.277912,0.194461,3.266303,1.000000,0.216113,0.060927,0.066599,0.289283
482,default,0.619860,500,0.386328,0.227094,0.189527,0.197051,24.677642,1.000000,0.055380,0.098131,0.178920,0.315228
483,default,0.625297,500,0.263593,0.168087,0.208269,0.360051,5.059400,1.000000,0.185130,0.109672,0.075413,0.269713
484,default,1.502963,500,0.341049,0.229304,0.185250,0.244397,6.212314,1.000000,0.140415,0.039176,0.065412,0.344971
485,default,0.600777,500,0.296008,0.175312,0.242415,0.286266,10.436144,1.000000,0.038451,0.159984,0.155984,0.259786
486,default,1.317250,500,0.267638,0.189325,0.209748,0.333289,7.352819,1.000000,0.090539,0.122274,0.208112,0.259916
487,default,0.022457,500,0.332373,0.241591,0.228071,0.197965,3.560434,1.000000,0.076853,0.192282,0.102358,0.312206
488,default,2.427107,500,0.265306,0.268953,0.244298,0.221443,2.929367,1.000000,0.063439,0.217866,0.152530,0.301678
489,default,1.049775,500,0.232102,0.166852,0.299031,0.302015,9.645473,1.000000,0.041512,0.189599,0.062378,0.278606
490,default,0.123528,500,0.243480,0.184997,0.178216,0.393308,3.495004,1.000000,0.132677,0.062366,0.086446,0.314016
491,default,0.136839,500,0.326614,0.158298,0.235111,0.279978,5.816773,1.000000,0.057949,0.111939,0.184538,0.345758
492,default,0.232294,500,0.343491,0.180693,0.224646,0.251170,7.425558,1.000000,0.101222,0.177440,0.102780,0.301282
493,default,0.046866,500,0.256611,0.222824,0.293331,0.227235,9.350409,1.000000,0.077739,0.142100,0.198979,0.193078
494,default,2.135994,500,0.346045,0.202598,0.197192,0.254165,5.604059,1.000000,0.124006,0.087071,0.060070,0.286944
495,default,1.584610,500,0.226584,0.224331,0.264969,0.284117,8.390142,1.000000,0.190303,0.082137,0.060414,0.403728
496,default,0.804598,500,0.294835,0.225350,0.213800,0.266015,12.280555,1.000000,0.050021,0.104292,0.095716,0.326888
497,default,1.107110,500,0.283016,0.227148,0.213021,0.276815,2.732068,1.000000,0.042824,0.115627,0.171814,0.226604
498,default,1.480771,500,0.225308,0.244120,0.287190,0.243382,4.830396,1.000000,0.140048,0.058870,0.120587,0.403154
499,default,0.435543,500,0.280169,0.215585,0.241728,0.262518,8.593382,1.000000,0.090760,0.130967,0.129986,0.245100
500,default,0.087975,500,0.248388,0.195901,0.187348,0.368362,3.611472,1.000000,0.080496,0.096327,0.196888,0.350807
501,default,1.116332,500,0.311926,0.257966,0.229267,0.200841,2.327807,1.000000,0.122082,0.076133,0.193927,0.286007
502,default,2.419081,500,0.344928,0.188677,0.187360,0.279035,16.985764,1.000000,0.074458,0.064632,0.175480,0.293837
503,default,0.600983,500,0.387121,0.183819,0.199776,0.229284,14.163562,1.000000,0.054432,0.143155,0.112681,0.259597
504,default,0.310726,500,0.340255,0.215624,0.190318,0.253804,12.957122,1.000000,0.088275,0.082604,0.099527,0.345946
505,default,2.456633,500,0.361588,0.238219,0.130961,0.269232,34.980111,1.000000,0.061922,0.092162,0.199784,0.239575
506,default,0.606195,500,0.296455,0.226478,0.269632,0.207435,6.409688,1.000000,0.145279,0.146837,0.131561,0.207119
507,default,0.178389,500,0.298935,0.206829,0.200786,0.293450,2.619779,1.000000,0.083033,0.059524,0.165968,0.272777
508,default,0.281196,500,0.247248,0.254765,0.191002,0.306984,18.264756,1.000000,0.073328,0.075011,0.131744,0.260835
509,default,0.061621,500,0.321728,0.203632,0.256828,0.217812,7.032675,1.000000,0.076055,0.065981,0.049578,0.427430
510,default,0.811298,500,0.282958,0.136221,0.291332,0.289490,1.496399,1.000000,0.092174,0.177573,0.127013,0.244542
511,default,0.913844,500,0.293732,0.120160,0.246844,0.339265,9.446664,1.000000,0.064048,0.086682,0.082275,0.376782
512,default,0.189388,500,0.346214,0.262593,0.174502,0.216692,6.565382,1.000000,0.067901,0.104109,0.200895,0.269510
513,default,1.141943,500,0.330513,0.164331,0.210879,0.294277,5.835233,1.000000,0.123038,0.062171,0.094420,0.311569
514,default,0.058369,500,0.315257,0.252324,0.164918,0.267502,8.191340,1.000000,0.023336,0.069315,0.153274,0.479258
515,default,0.564337,500,0.282957,0.209420,0.192521,0.315102,3.990309,1.000000,0.056373,0.087811,0.133477,0.443221
516,default,0.401768,500,0.306387,0.275849,0.231155,0.186608,3.273244,1.000000,0.084354,0.072942,0.085907,0.448767
517,default,0.506913,500,0.341950,0.184208,0.209035,0.264807,7.540343,1.000000,0.138647,0.150114,0.083597,0.268863
518,default,0.117671,500,0.351612,0.229236,0.169017,0.250135,4.719464,1.000000,0.037627,0.109876,0.184753,0.372937
519,default,1.097919,500,0.296409,0.216971,0.209540,0.277080,5.084888,1.000000,0.096568,0.135888,0.097737,0.279712
520,default,2.419368,500,0.272121,0.143719,0.311101,0.273058,6.817768,1.000000,0.028723,0.154816,0.096295,0.316023
521,default,1.464020,500,0.317985,0.204363,0.236881,0.240772,5.395675,1.000000,0.134916,0.130847,0.085294,0.254192
522,default,0.530070,500,0.330399,0.171162,0.213020,0.285419,3.644801,1.000000,0.080632,0.116265,0.132248,0.274313
523,default,0.197868,500,0.307913,0.246264,0.216987,0.228836,6.641297,1.000000,0.157375,0.193687,0.125664,0.189915
524,default,0.526692,500,0.399355,0.165979,0.225085,0.209581,5.033554,1.000000,0.131094,0.099204,0.153485,0.247226
525,default,0.251330,500,0.300495,0.213452,0.214946,0.271107,5.946156,1.000000,0.154110,0.122741,0.109959,0.220733
526,default,0.354438,500,0.358333,0.194549,0.190328,0.256789,6.170133,1.000000,0.173252,0.043208,0.051486,0.272983
527,default,0.422707,500,0.244561,0.217714,0.272684,0.265041,4.883918,1.000000,0.092960,0.056799,0.149846,0.330771
528,default,0.400410,500,0.286348,0.285578,0.170438,0.257636,4.561769,1.000000,0.185216,0.136837,0.100446,0.223265
529,default,0.141731,500,0.235341,0.210155,0.257379,0.297125,12.954327,1.000000,0.093323,0.132576,0.119630,0.299670
530,default,1.565173,500,0.241910,0.216150,0.286939,0.255001,3.936138,1.000000,0.125273,0.115425,0.088335,0.309943
531,default,0.063069,500,0.248767,0.201099,0.267886,0.282249,3.351221,1.000000,0.118347,0.089715,0.187246,0.187547
532,default,0.598852,500,0.274880,0.227695,0.211691,0.285735,4.409997,1.000000,0.114797,0.145727,0.181821,0.279573
533,default,0.378326,500,0.255283,0.202398,0.239973,0.302346,4.743941,1.000000,0.129308,0.104972,0.136644,0.330564
534,default,0.560714,500,0.326031,0.168855,0.166792,0.338322,7.580524,1.000000,0.110493,0.061089,0.208919,0.294407
535,default,0.428861,500,0.276874,0.280020,0.162974,0.280132,5.297063,1.000000,0.123444,0.082961,0.154585,0.248768
536,default,1.032036,500,0.275819,0.301884,0.162626,0.259672,2.609584,1.000000,0.116458,0.101411,0.101499,0.306204
537,default,0.203858,500,0.204862,0.208942,0.284649,0.301547,7.168926,1.000000,0.045815,0.077418,0.093220,0.329144
538,default,0.928319,500,0.304454,0.265822,0.201233,0.228491,3.650546,1.000000,0.112621,0.072535,0.062049,0.333962
539,default,0.250561,500,0.285669,0.161308,0.239772,0.313251,33.598094,1.000000,0.130271,0.077643,0.062456,0.410206
540,default,1.746091,500,0.239797,0.221971,0.294413,0.243819,2.079934,1.000000,0.136772,0.116043,0.093603,0.237092
541,default,0.779332,500,0.237466,0.273052,0.211862,0.277620,24.635683,1.000000,0.091023,0.045910,0.089883,0.398719
542,default,0.522766,500,0.284712,0.153729,0.167552,0.394006,6.212823,1.000000,0.049411,0.139017,0.177285,0.342641
543,default,0.384787,500,0.235183,0.222757,0.265722,0.276339,3.076812,1.000000,0.116372,0.082592,0.094713,0.260422
544,default,1.405303,500,0.298517,0.268318,0.188820,0.244345,3.134418,1.000000,0.087454,0.111023,0.074285,0.291203
545,default,1.120508,500,0.292898,0.202250,0.243040,0.261812,8.637585,1.000000,0.097244,0.072082,0.114089,0.298808
546,default,0.517828,500,0.279346,0.175835,0.288165,0.256654,3.653288,1.000000,0.150070,0.051841,0.128268,0.267224
547,default,2.083499,500,0.336506,0.178175,0.194901,0.290418,2.429807,1.000000,0.093335,0.033654,0.060526,0.285970
548,default,2.603356,500,0.307058,0.196131,0.197943,0.298868,6.830965,1.000000,0.131658,0.119328,0.093626,0.251188
549,default,0.945015,500,0.337196,0.143856,0.235409,0.283540,9.208749,1.000000,0.115641,0.111949,0.138434,0.281450
550,default,0.969019,500,0.240503,0.217932,0.296609,0.244955,3.655403,1.000000,0.046124,0.037046,0.172175,0.455586
551,default,0.963503,500,0.269738,0.235463,0.180835,0.313964,19.514906,1.000000,0.085542,0.063575,0.063810,0.363761
552,default,1.058088,500,0.297587,0.176324,0.325896,0.200193,4.498925,1.000000,0.078266,0.108281,0.120084,0.256970
553,default,0.015168,500,0.254045,0.181681,0.274958,0.289316,2.997738,1.000000,0.057597,0.134366,0.109391,0.376470
554,default,2.496379,500,0.302079,0.143673,0.244846,0.309401,4.810663,1.000000,0.149785,0.111399,0.136701,0.339178
555,default,0.137156,500,0.240437,0.216277,0.293241,0.250045,12.318836,1.000000,0.057854,0.180341,0.031990,0.416831
556,default,0.471576,500,0.276910,0.218329,0.218132,0.286629,2.933624,1.000000,0.126762,0.138328,0.126556,0.321642
557,default,1.666156,500,0.346044,0.127926,0.289634,0.236395,9.592183,1.000000,0.042784,0.054256,0.051950,0.347185
558,default,1.032602,500,0.298553,0.268912,0.263088,0.169448,9.339010,1.000000,0.173060,0.048130,0.033578,0.363029
559,default,0.353965,500,0.303944,0.235768,0.198811,0.261477,5.206006,1.000000,0.113479,0.065375,0.105138,0.275437
560,default,0.480152,500,0.294449,0.204393,0.271777,0.229381,6.117756,1.000000,0.115364,0.074566,0.053835,0.366706
561,default,0.034338,500,0.361604,0.195575,0.205608,0.237212,2.504679,1.000000,0.120636,0.072057,0.134700,0.246531
562,default,0.007213,500,0.262698,0.197096,0.238627,0.301580,19.654816,1.000000,0.120101,0.096058,0.139604,0.288611
563,default,1.014335,500,0.310384,0.245649,0.212540,0.231427,6.962124,1.000000,0.071567,0.166605,0.133794,0.277848
564,default,0.078170,500,0.296261,0.215644,0.191467,0.296628,3.941471,1.000000,0.097245,0.089322,0.129182,0.201785
565,default,0.930987,500,0.351194,0.231021,0.185619,0.232165,10.904174,1.000000,0.099410,0.062497,0.039678,0.254310
566,default,2.120570,500,0.302417,0.182487,0.284600,0.230496,1.565102,1.000000,0.103809,0.141035,0.070675,0.299539
567,default,0.191781,500,0.323731,0.128904,0.244616,0.302749,4.345668,1.000000,0.113948,0.052187,0.106342,0.285151
568,default,2.668484,500,0.317546,0.213148,0.246083,0.223223,16.364976,1.000000,0.098684,0.055227,0.071772,0.390387
569,default,0.593203,500,0.260335,0.185161,0.223651,0.330853,4.910164,1.000000,0.085189,0.043320,0.119897,0.260018
570,default,0.640896,500,0.255216,0.211572,0.229045,0.304167,2.644007,1.000000,0.058187,0.113204,0.135990,0.317293
571,default,0.035127,500,0.250117,0.154724,0.317420,0.277739,6.560844,1.000000,0.023629,0.091922,0.157995,0.241204
572,default,0.432152,500,0.242983,0.237264,0.251257,0.268496,5.578740,1.000000,0.047011,0.086653,0.113502,0.355777
573,default,2.230302,500,0.288778,0.257182,0.192481,0.261559,7.886390,1.000000,0.044345,0.092817,0.139912,0.348427
574,default,1.148913,500,0.290348,0.247686,0.222100,0.239867,9.312759,1.000000,0.082139,0.139782,0.130246,0.355385
575,default,1.796133,500,0.269943,0.236703,0.222765,0.270589,4.544384,1.000000,0.112452,0.077537,0.175301,0.333060
576,default,0.379514,500,0.302725,0.179764,0.153489,0.364023,5.094780,1.000000,0.134912,0.102070,0.110111,0.323174
577,default,1.336316,500,0.389242,0.179260,0.260290,0.171208,6.038292,1.000000,0.235629,0.117553,0.103945,0.258449
578,default,0.181562,500,0.211108,0.169029,0.263817,0.356046,7.069968,1.000000,0.112401,0.112893,0.094947,0.323648
579,default,0.651408,500,0.228228,0.286041,0.245474,0.240257,6.310963,1.000000,0.087161,0.164085,0.046708,0.387646
580,default,1.096353,500,0.257084,0.234984,0.175421,0.332512,2.905478,1.000000,0.123161,0.112933,0.057197,0.164473
581,default,0.127811,500,0.237946,0.248739,0.227347,0.285968,4.128325,1.000000,0.066594,0.094230,0.116135,0.391269
582,default,2.306948,500,0.257709,0.170497,0.260664,0.311130,25.075746,1.000000,0.095434,0.097522,0.164065,0.312694
583,default,1.356117,500,0.255594,0.236998,0.229115,0.278292,10.459958,1.000000,0.179530,0.055317,0.084007,0.290423
584,default,0.572609,500,0.301052,0.267918,0.178498,0.252532,7.867245,1.000000,0.100142,0.059796,0.110025,0.353465
585,default,5.046383,500,0.380387,0.183871,0.165346,0.270396,6.298454,1.000000,0.091986,0.119267,0.208173,0.273295
586,default,2.979531,500,0.331508,0.163552,0.272611,0.232328,12.596020,1.000000,0.096688,0.116988,0.135094,0.266637
587,default,1.079455,500,0.298321,0.177476,0.210382,0.313821,6.925565,1.000000,0.116795,0.121659,0.111916,0.296661
588,default,0.432072,500,0.314562,0.193391,0.207273,0.284774,4.468988,1.000000,0.131535,0.112311,0.065080,0.257354
589,default,0.692065,500,0.319546,0.209983,0.236281,0.234190,6.340627,1.000000,0.124720,0.055563,0.075181,0.379825
590,default,0.324493,500,0.265012,0.201881,0.227026,0.306081,9.542064,1.000000,0.046383,0.081120,0.084481,0.328008
591,default,0.983103,500,0.300667,0.140594,0.223562,0.335176,17.566195,1.000000,0.109981,0.148638,0.026318,0.310279
592,default,0.306432,500,0.426543,0.192875,0.149960,0.230621,1.648620,1.000000,0.093083,0.027788,0.124687,0.286095
593,default,0.084751,500,0.266483,0.232593,0.248528,0.252397,6.047201,1.000000,0.036159,0.148668,0.117642,0.275003
594,default,1.136691,500,0.345999,0.172355,0.260610,0.221036,2.394548,1.000000,0.103407,0.123421,0.069252,0.279615
595,default,0.146526,500,0.276178,0.151085,0.247036,0.325701,3.265432,1.000000,0.077089,0.104373,0.199332,0.328087
596,default,0.291912,500,0.244067,0.213949,0.210897,0.331087,1.934285,1.000000,0.054708,0.125880,0.091648,0.331491
597,default,0.401207,500,0.205772,0.248912,0.226963,0.318354,3.302060,1.000000,0.125244,0.178224,0.137596,0.294680
598,default,0.372511,500,0.334483,0.216479,0.231571,0.217467,11.138695,1.000000,0.094179,0.116989,0.103515,0.361238
599,default,2.490675,500,0.258922,0.286682,0.190316,0.264079,7.032009,1.000000,0.044524,0.105374,0.136108,0.381755
600,default,0.751815,500,0.335779,0.229861,0.163230,0.271130,4.864808,1.000000,0.153040,0.144000,0.070870,0.330081
601,default,1.108272,500,0.318242,0.176500,0.210551,0.294708,2.482671,1.000000,0.237523,0.070391,0.091114,0.208998
602,default,0.364763,500,0.345635,0.156714,0.256247,0.241404,3.432044,1.000000,0.071817,0.206514,0.064852,0.300109
603,default,0.545566,500,0.312961,0.291583,0.177585,0.217871,9.208001,1.000000,0.097833,0.077850,0.165088,0.343740
604,default,1.222151,500,0.247371,0.184708,0.335177,0.232744,4.875318,1.000000,0.160934,0.092915,0.163687,0.297358
605,default,2.472536,500,0.296365,0.203362,0.165360,0.334914,8.586984,1.000000,0.035095,0.133370,0.110231,0.403612
606,default,2.337319,500,0.311614,0.244533,0.227657,0.216196,3.301939,1.000000,0.167329,0.141024,0.130432,0.158438
607,default,0.499570,500,0.305138,0.236949,0.215687,0.242226,4.394490,1.000000,0.076967,0.057692,0.091772,0.316438
608,default,0.383686,500,0.375653,0.186958,0.221419,0.215970,3.850866,1.000000,0.073107,0.171356,0.063312,0.284292
609,default,1.523933,500,0.284937,0.199722,0.242112,0.273229,13.912749,1.000000,0.169603,0.180528,0.082714,0.262555
610,default,0.272191,500,0.260944,0.232373,0.258469,0.248214,9.394283,1.000000,0.147894,0.052570,0.170599,0.205146
611,default,0.428121,500,0.310366,0.139639,0.265829,0.284166,2.668027,1.000000,0.106948,0.097331,0.158249,0.327436
612,default,0.112108,500,0.335391,0.150985,0.237941,0.275683,4.718661,1.000000,0.065067,0.144304,0.143640,0.317354
613,default,0.099113,500,0.210301,0.209281,0.256555,0.323863,3.559287,1.000000,0.091812,0.126112,0.153676,0.241835
614,default,0.929942,500,0.297116,0.256288,0.228467,0.218128,5.382456,1.000000,0.065995,0.074118,0.094922,0.295826
615,default,0.340098,500,0.260227,0.269218,0.265829,0.204726,5.347320,1.000000,0.121868,0.203990,0.168931,0.248909
616,default,0.006275,500,0.301221,0.218903,0.233599,0.246277,16.546023,1.000000,0.066089,0.109038,0.046126,0.389395
617,default,0.290038,500,0.262312,0.186501,0.315570,0.235618,3.064206,1.000000,0.052462,0.117149,0.193841,0.261947
618,default,0.181888,500,0.314791,0.197263,0.252394,0.235552,2.774398,1.000000,0.068127,0.136953,0.156961,0.300058
619,default,1.421402,500,0.187574,0.303183,0.271232,0.238011,1.296231,1.000000,0.043177,0.062976,0.099987,0.359935
620,default,2.115067,500,0.269275,0.241855,0.232556,0.256315,5.262070,1.000000,0.091346,0.055472,0.127152,0.377286
621,default,0.120497,500,0.294589,0.236411,0.231490,0.237510,16.972554,1.000000,0.039476,0.101563,0.100771,0.409190
622,default,0.149607,500,0.316444,0.258214,0.219188,0.206154,3.114371,1.000000,0.098531,0.116810,0.065658,0.277698
623,default,0.060604,500,0.301948,0.225202,0.211731,0.261119,4.656562,1.000000,0.118348,0.189697,0.158700,0.225749
624,default,1.144852,500,0.299716,0.223725,0.169874,0.306685,2.304296,1.000000,0.086167,0.088817,0.061203,0.333118
625,default,0.042486,500,0.267034,0.218523,0.230855,0.283588,4.153568,1.000000,0.073984,0.148283,0.108403,0.341476
626,default,0.571603,500,0.276898,0.222075,0.241215,0.259812,3.550954,1.000000,0.049871,0.084137,0.125682,0.306777
627,default,0.697056,500,0.277705,0.212022,0.250434,0.259839,18.495110,1.000000,0.128195,0.151937,0.062018,0.204057
628,default,1.066084,500,0.288280,0.196587,0.244171,0.270961,6.595383,1.000000,0.075290,0.038555,0.138245,0.310712
629,default,2.619955,500,0.283845,0.183724,0.273996,0.258436,2.779357,1.000000,0.045638,0.063441,0.037937,0.308990
630,default,0.247509,500,0.294673,0.185722,0.253619,0.265986,6.946253,1.000000,0.084216,0.054968,0.109916,0.405063
631,default,1.134632,500,0.339742,0.228620,0.226660,0.204978,14.480933,1.000000,0.067885,0.055196,0.198972,0.300845
632,default,0.459589,500,0.316080,0.226964,0.267933,0.189024,19.329519,1.000000,0.038339,0.127117,0.077793,0.402230
633,default,0.928873,500,0.305735,0.258962,0.206010,0.229293,6.038105,1.000000,0.126641,0.084806,0.084840,0.345703
634,default,0.398717,500,0.274929,0.271870,0.234486,0.218715,5.461463,1.000000,0.152608,0.088672,0.135272,0.284397
635,default,1.454683,500,0.324671,0.202880,0.226164,0.246285,6.248730,1.000000,0.100458,0.159960,0.094641,0.315580
636,default,1.224473,500,0.315907,0.191869,0.261505,0.230719,24.165335,1.000000,0.125407,0.122997,0.067562,0.292308
637,default,2.516101,500,0.294164,0.253057,0.217923,0.234856,6.592045,1.000000,0.045795,0.093151,0.113834,0.412912
638,default,1.937996,500,0.261285,0.236391,0.229389,0.272935,5.401635,1.000000,0.195224,0.061993,0.103332,0.305720
639,default,1.021198,500,0.306331,0.219260,0.257667,0.216743,8.488837,1.000000,0.161683,0.074740,0.164998,0.179681
640,default,0.118440,500,0.223870,0.168362,0.252511,0.355257,5.237445,1.000000,0.090810,0.160366,0.124411,0.390862
641,default,0.958630,500,0.243505,0.259583,0.290832,0.206080,7.466870,1.000000,0.065747,0.106145,0.154519,0.318568
642,default,0.015634,500,0.348594,0.180156,0.237144,0.234106,5.487723,1.000000,0.098237,0.085835,0.158031,0.263453
643,default,0.244886,500,0.328325,0.214731,0.180875,0.276069,11.011678,1.000000,0.113819,0.109404,0.150827,0.231918
644,default,0.156487,500,0.239976,0.257357,0.316268,0.186399,18.136225,1.000000,0.078141,0.094658,0.202580,0.277276
645,default,1.622512,500,0.290671,0.217451,0.192109,0.299770,12.114081,1.000000,0.071884,0.141933,0.093602,0.322933
646,default,0.093850,500,0.352983,0.180315,0.220092,0.246609,10.573037,1.000000,0.067912,0.098989,0.104805,0.377245
647,default,0.260065,500,0.241783,0.264891,0.217511,0.275815,10.162509,1.000000,0.059858,0.131943,0.132305,0.363886
648,default,0.632804,500,0.258984,0.171471,0.308515,0.261030,4.361325,1.000000,0.171917,0.049280,0.099156,0.293305
649,default,0.025125,500,0.284988,0.201679,0.292393,0.220940,6.998147,1.000000,0.132461,0.118543,0.144329,0.155207
650,default,0.359024,500,0.296477,0.224069,0.224991,0.254463,4.026433,1.000000,0.176850,0.139139,0.067731,0.207321
651,default,0.594449,500,0.245084,0.272422,0.222771,0.259723,19.227336,1.000000,0.169730,0.076343,0.153326,0.186593
652,default,1.473751,500,0.321377,0.210983,0.188938,0.278703,8.092259,1.000000,0.058955,0.156655,0.164714,0.280118
653,default,0.186691,500,0.258801,0.204178,0.248700,0.288321,3.941952,1.000000,0.068641,0.107244,0.168383,0.237074
654,default,0.522235,500,0.325197,0.304961,0.157728,0.212114,9.675696,1.000000,0.080537,0.184182,0.081341,0.289569
655,default,0.609266,500,0.311806,0.222573,0.182132,0.283490,11.571704,1.000000,0.036083,0.136559,0.085871,0.386647
656,default,0.028152,500,0.324647,0.211022,0.245071,0.219260,4.108805,1.000000,0.098084,0.094299,0.125978,0.356900
657,default,0.031992,500,0.323515,0.229246,0.173515,0.273724,1.669614,1.000000,0.024643,0.093705,0.158841,0.259089
658,default,1.015178,500,0.252527,0.161734,0.308196,0.277543,1.763729,1.000000,0.063576,0.084174,0.079604,0.283486
659,default,0.215685,500,0.287175,0.249563,0.237008,0.226254,5.298448,1.000000,0.127667,0.089045,0.068288,0.303089
660,default,0.023573,500,0.250072,0.260667,0.219643,0.269618,4.562900,1.000000,0.108089,0.101489,0.159207,0.271935
661,default,0.203894,500,0.319347,0.216091,0.259182,0.205380,5.225329,1.000000,0.099634,0.062088,0.100452,0.208573
662,default,0.215052,500,0.385750,0.154978,0.244955,0.214317,4.557628,1.000000,0.123606,0.103904,0.158222,0.356914
663,default,0.780301,500,0.299878,0.252191,0.202098,0.245833,3.883029,1.000000,0.061939,0.092470,0.165795,0.272579
664,default,0.298597,500,0.362534,0.214265,0.215966,0.207235,19.034264,1.000000,0.132212,0.105617,0.180523,0.245880
665,default,0.265609,500,0.286976,0.225869,0.256158,0.230996,2.971168,1.000000,0.068629,0.105686,0.115204,0.329842
666,default,0.756773,500,0.301356,0.250741,0.184776,0.263127,5.915020,1.000000,0.150104,0.078222,0.076414,0.263487
667,default,0.303901,500,0.380219,0.188784,0.178820,0.252177,12.695462,1.000000,0.064485,0.070840,0.180142,0.329648
668,default,2.720280,500,0.307722,0.243816,0.261495,0.186967,2.180545,1.000000,0.100034,0.127625,0.129181,0.348760
669,default,1.625819,500,0.313890,0.207462,0.189777,0.288872,2.334671,1.000000,0.051704,0.139973,0.171277,0.288715
670,default,0.307367,500,0.313289,0.165994,0.270341,0.250376,121.479725,1.000000,0.070804,0.170060,0.115234,0.237377
671,default,0.597672,500,0.262501,0.228280,0.233451,0.275768,19.443634,1.000000,0.050686,0.139032,0.112889,0.367626
672,default,1.699781,500,0.321880,0.246835,0.205892,0.225392,3.974475,1.000000,0.211184,0.044306,0.121670,0.336338
673,default,2.487543,500,0.246934,0.270807,0.281452,0.200808,10.900507,1.000000,0.203147,0.072128,0.143178,0.374461
674,default,2.362285,500,0.323983,0.236165,0.210977,0.228875,5.678766,1.000000,0.143488,0.130489,0.077816,0.253900
675,default,0.096519,500,0.257834,0.226152,0.216208,0.299806,3.086509,1.000000,0.157651,0.181652,0.078476,0.218747
676,default,1.069276,500,0.313275,0.227991,0.227078,0.231656,2.442135,1.000000,0.038799,0.111626,0.143469,0.248531
677,default,0.987481,500,0.293575,0.248289,0.208985,0.249152,2.829996,1.000000,0.041607,0.064499,0.112889,0.393754
678,default,1.453095,500,0.353305,0.180681,0.199449,0.266564,4.959893,1.000000,0.060313,0.054680,0.080800,0.217149
679,default,0.381143,500,0.318820,0.211303,0.219438,0.250439,4.401970,1.000000,0.102089,0.123299,0.086375,0.378645
680,default,0.596834,500,0.282747,0.180911,0.254155,0.282187,19.190362,1.000000,0.111425,0.042311,0.101550,0.247991
681,default,1.209658,500,0.281068,0.235332,0.255209,0.228392,3.845002,1.000000,0.116614,0.113273,0.086381,0.242325
682,default,1.684620,500,0.350366,0.142350,0.206792,0.300491,2.636348,1.000000,0.059175,0.138817,0.162511,0.221206
683,default,1.364642,500,0.295090,0.176479,0.263077,0.265355,2.068254,1.000000,0.088435,0.111622,0.124330,0.340876
